SEQ_NUM,ACC,Latitude,Longitude
40409,0,44.9,-93.1
42470,0,44.9,-93.1
40410,0,44.9,-93.1
11440,0,44.9,-93.1
11286,0,44.9,-93.1
70099,0,44.9,-93.1
70200,0,44.9,-93.1
70100,0,44.9,-93.1
70104,0,44.9,-93.1
70199,0,44.9,-93.1
70098,0,44.9,-93.1
11608,0,44.9,-93.1
61140,0,44.9,-93.1
61145,0,44.9,-93.1
61205,0,44.9,-93.1
61137,0,44.9,-93.1
42761,0,44.9,-93.1
10288,0,44.9,-93.1
61143,0,44.9,-93.1
61142,0,44.9,-93.1
61146,0,44.9,-93.1
61218,0,44.9,-93.1
10289,0,44.9,-93.1
38786,0,44.9,-93.1
69980,0,44.9,-93.1
40445,0,44.9,-93.1
10218,0,44.9,-93.1
40446,0,44.9,-93.1
10218,0,44.9,-93.1
66401,0,44.9,-93.1
40460,0,44.9,-93.1
68423,0,44.9,-93.1
40459,0,44.9,-93.1
40755,0,44.9,-93.1
40441,0,44.9,-93.1
59833,0,44.9,-93.1
59832,0,44.9,-93.1
59830,0,44.9,-93.1
40444,0,44.9,-93.1
40443,0,44.9,-93.1
10217,0,44.9,-93.1
10217,0,44.9,-93.1
66402,0,44.9,-93.1
68422,0,44.9,-93.1
68424,0,44.9,-93.1
68850,0,44.9,-93.1
40455,0,44.9,-93.1
40759,0,44.9,-93.1
11761,0,44.9,-93.1
40462,0,44.9,-93.1
40461,0,44.9,-93.1
40756,0,44.9,-93.1
68849,0,44.9,-93.1
40450,0,44.9,-93.1
68851,0,44.9,-93.1
40453,0,44.9,-93.1
40454,0,44.9,-93.1
68848,0,44.9,-93.1
10207,0,44.9,-93.1
68847,0,44.9,-93.1
68846,0,44.9,-93.1
69696,0,44.9,-93.1
67089,0,44.9,-93.1
59831,0,44.9,-93.1
59824,0,44.9,-93.1
59823,0,44.9,-93.1
70708,0,44.9,-93.1
69694,0,44.9,-93.1
67952,0,44.9,-93.1
59836,0,44.9,-93.1
40456,0,44.9,-93.1
10206,0,44.9,-93.1
70707,0,44.9,-93.1
62826,0,44.9,-93.1
11762,0,44.9,-93.1
41426,0,44.9,-93.1
42376,0,44.9,-93.1
10136,2,44.9,-93.1
63316,0,44.9,-93.1
36192,0,44.9,-93.1
38917,0,44.9,-93.1
68563,0,44.9,-93.1
38918,0,44.9,-93.1
42331,0,44.9,-93.1
69104,0,44.9,-93.1
42331,0,44.9,-93.1
10672,0,44.9,-93.1
62825,0,44.9,-93.1
67348,0,44.9,-93.1
37749,0,44.9,-93.1
38916,0,44.9,-93.1
40332,0,44.9,-93.1
42330,0,44.9,-93.1
42328,0,44.9,-93.1
36191,0,44.9,-93.1
42329,0,44.9,-93.1
68739,0,44.9,-93.1
36526,0,44.9,-93.1
36526,0,44.9,-93.1
40352,0,44.9,-93.1
40351,0,44.9,-93.1
36518,0,44.9,-93.1
40351,0,44.9,-93.1
36517,0,44.9,-93.1
36529,0,44.9,-93.1
36528,0,44.9,-93.1
40350,0,44.9,-93.1
40350,0,44.9,-93.1
36511,0,44.9,-93.1
10094,0,44.9,-93.1
36509,0,44.9,-93.1
36499,0,44.9,-93.1
36504,0,44.9,-93.1
36506,0,44.9,-93.1
36503,0,44.9,-93.1
36527,0,44.9,-93.1
36510,0,44.9,-93.1
36530,0,44.9,-93.1
36538,0,44.9,-93.1
36533,0,44.9,-93.1
36536,0,44.9,-93.1
40366,0,44.9,-93.1
36537,0,44.9,-93.1
36552,0,44.9,-93.1
60610,0,44.9,-93.1
36541,0,44.9,-93.1
40356,0,44.9,-93.1
36522,0,44.9,-93.1
36553,0,44.9,-93.1
10676,0,44.9,-93.1
36520,0,44.9,-93.1
36521,0,44.9,-93.1
60625,0,44.9,-93.1
36531,0,44.9,-93.1
61529,0,44.9,-93.1
36508,0,44.9,-93.1
36500,0,44.9,-93.1
36502,0,44.9,-93.1
36513,0,44.9,-93.1
36512,0,44.9,-93.1
40353,0,44.9,-93.1
60611,0,44.9,-93.1
40355,0,44.9,-93.1
36514,0,44.9,-93.1
40376,0,44.9,-93.1
40379,0,44.9,-93.1
40371,0,44.9,-93.1
40373,0,44.9,-93.1
36540,0,44.9,-93.1
40372,0,44.9,-93.1
36542,0,44.9,-93.1
40375,0,44.9,-93.1
40369,0,44.9,-93.1
36561,0,44.9,-93.1
36523,0,44.9,-93.1
36539,0,44.9,-93.1
36534,0,44.9,-93.1
39034,0,44.9,-93.1
39033,0,44.9,-93.1
40378,0,44.9,-93.1
40368,0,44.9,-93.1
40374,0,44.9,-93.1
40358,0,44.9,-93.1
40359,0,44.9,-93.1
40361,0,44.9,-93.1
40357,0,44.9,-93.1
36516,0,44.9,-93.1
36515,0,44.9,-93.1
38921,0,44.9,-93.1
36561,0,44.9,-93.1
40377,0,44.9,-93.1
36501,0,44.9,-93.1
36498,0,44.9,-93.1
68561,0,44.9,-93.1
36492,0,44.9,-93.1
11707,0,44.9,-93.1
36489,0,44.9,-93.1
36490,0,44.9,-93.1
36185,0,44.9,-93.1
36496,0,44.9,-93.1
36497,0,44.9,-93.1
36494,0,44.9,-93.1
36181,0,44.9,-93.1
67432,0,44.9,-93.1
67433,0,44.9,-93.1
67434,0,44.9,-93.1
